0Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
163,0.661788,0.845481,0.662764,0.592784,0.651845,4.443359,5.505611,0.197954,0.410702,0.438956,0.455053,19.694023,41.814753,45.646242,0.801913,5.321431,
164,0.687651,0.846642,0.652128,0.629336,0.690528,3.759452,4.443359,0.196902,0.406340,0.436322,0.449359,19.699841,41.882513,45.862153,0.798005,8.325888,
165,0.671391,0.851597,0.661472,0.624504,0.654175,3.759452,3.759452,0.196657,0.408933,0.438629,0.453132,19.753505,41.900116,45.958526,0.800505,6.113324,
166,0.679018,0.870362,0.654532,0.611626,0.675225,4.789495,4.789495,0.198074,0.409457,0.439335,0.454923,19.878814,41.919672,46.009188,0.802912,7.972979,
167,0.677308,0.848622,0.673934,0.629979,0.659538,6.524746,6.524746,0.199109,0.410563,0.441122,0.454751,19.986815,41.916563,45.970495,0.805150,9.065765,
168,0.699196,0.851107,0.682269,0.635358,0.700175,8.514705,8.514705,0.196467,0.403774,0.434545,0.446975,19.678722,42.172917,46.119392,0.804398,13.774211,
169,0.710273,0.853859,0.693906,0.675336,0.695743,10.418164,10.546957,0.189038,0.399635,0.428673,0.443685,19.666612,41.951588,45.688932,0.796493,17.013749,
170,0.697794,0.857237,0.705892,0.689663,0.658273,10.418164,10.418164,0.189774,0.398775,0.425695,0.443975,19.361265,41.867103,45.538709,0.788475,15.273560,
171,0.671784,0.841209,0.664103,0.682455,0.624607,10.136119,11.239665,0.200210,0.409642,0.438504,0.456928,19.701640,41.653438,45.217963,0.788082,11.324490,
172,0.656908,0.834030,0.619625,0.607402,0.650624,7.004161,10.136119,0.201177,0.414927,0.443886,0.459461,19.791629,41.893492,45.384921,0.783702,6.621389,
173,0.662544,0.828318,0.625632,0.644074,0.642452,7.004161,7.004161,0.204527,0.411481,0.436287,0.450140,19.567234,41.829850,45.326050,0.778975,7.230076,
174,0.686387,0.828235,0.660063,0.616518,0.699817,9.246566,12.781225,0.203658,0.404652,0.430906,0.450748,18.808312,41.642314,45.098502,0.766559,12.587897,
175,0.662277,0.836775,0.622981,0.597930,0.667249,8.470225,9.246566,0.203896,0.410984,0.439497,0.460049,18.873482,41.116933,44.708590,0.766397,8.660568,
176,0.684704,0.828144,0.635928,0.596300,0.716476,8.012048,8.470225,0.201771,0.404277,0.432300,0.453380,18.596691,40.860275,44.367557,0.761779,11.442637,
177,0.691831,0.827689,0.639653,0.666214,0.688798,7.999040,8.012048,0.199263,0.404675,0.434469,0.458296,18.666801,40.889607,44.419514,0.762720,12.572112,
178,0.689168,0.829499,0.652608,0.611007,0.707352,7.999040,7.999040,0.201996,0.412313,0.441795,0.471681,18.607237,41.144924,44.635585,0.764397,12.305022,
179,0.692737,0.819923,0.660650,0.611732,0.716283,7.658752,8.086773,0.207442,0.412576,0.444709,0.479019,18.661904,41.400019,44.825612,0.762649,12.691752,
180,0.724772,0.837366,0.663790,0.683854,0.738515,7.658752,7.658752,0.213350,0.410663,0.444709,0.468616,18.685732,41.715487,45.240831,0.764008,17.019229,
181,0.731581,0.835064,0.683179,0.683355,0.748678,7.905353,7.905353,0.220521,0.413005,0.451708,0.484474,18.842214,42.248303,45.855307,0.764477,18.607668,
182,0.702668,0.855215,0.631577,0.615801,0.737223,12.661325,12.661325,0.218730,0.413817,0.453957,0.489097,19.198570,42.840240,46.755883,0.771792,18.516791,
183,0.678531,0.828396,0.634902,0.641233,0.677822,13.297269,16.283573,0.211817,0.411824,0.455073,0.495141,18.936140,44.013011,48.229276,0.772458,15.886038,
184,0.671897,0.822090,0.625909,0.636513,0.669781,11.669932,13.297269,0.209133,0.418078,0.465074,0.507101,19.218013,45.079714,49.434794,0.780878,13.785889,
185,0.682400,0.821668,0.666983,0.604268,0.695202,11.669932,11.669932,0.218129,0.417905,0.468176,0.523999,19.528442,45.292122,49.756561,0.783616,15.781996,
186,0.688379,0.831133,0.632452,0.620132,0.709969,12.074203,12.074203,0.227189,0.422385,0.471776,0.536958,19.603547,46.022507,49.826728,0.783293,17.245495,
187,0.687969,0.841379,0.641447,0.613616,0.708149,17.363714,17.363714,0.235398,0.437255,0.485599,0.527452,19.646599,45.136805,48.934349,0.783511,21.007902,
188,0.707735,0.830697,0.647637,0.625528,0.744280,14.715231,17.917093,0.231354,0.441544,0.483369,0.512703,19.434354,43.888936,47.575450,0.785404,21.015068,
189,0.687438,0.830611,0.638319,0.634653,0.697073,12.990383,14.715231,0.229964,0.444867,0.486393,0.516471,19.331154,42.854366,46.314471,0.789558,16.574482,
190,0.715382,0.829543,0.634980,0.599746,0.780203,12.379401,12.990383,0.237095,0.456419,0.498137,0.528367,19.768407,42.246276,45.467098,0.800920,20.311963,
191,0.720180,0.843230,0.630831,0.628288,0.773094,11.539552,12.379401,0.235455,0.455388,0.493688,0.521232,19.675912,41.804648,44.879919,0.800665,20.066012,
192,0.717734,0.828836,0.628441,0.599548,0.788381,10.951723,11.539552,0.236448,0.467048,0.506720,0.530886,20.127222,41.666389,44.652966,0.802271,19.276750,
193,0.704273,0.822233,0.621446,0.609896,0.756901,10.951723,10.951723,0.238521,0.473619,0.513461,0.534234,20.263372,41.779418,44.709743,0.803105,17.199789,
194,0.708025,0.833976,0.632842,0.624463,0.748971,11.073717,11.327817,0.236758,0.469816,0.503872,0.517718,20.085197,41.618104,43.855929,0.800064,17.340434,
195,0.695315,0.838617,0.641822,0.640304,0.706366,10.034528,11.073717,0.235225,0.465121,0.499917,0.511625,19.550736,41.004795,41.518599,0.797060,14.449690,
196,0.696190,0.836546,0.626131,0.621484,0.726567,10.034528,10.034528,0.233275,0.458170,0.491342,0.507711,19.008748,40.523536,39.785049,0.792781,14.621617,
197,0.685739,0.838053,0.628029,0.614764,0.705597,10.233926,10.448442,0.231501,0.457236,0.494364,0.510686,18.688972,39.995278,38.268463,0.788667,13.412157,
198,0.695726,0.836877,0.652140,0.618793,0.717365,10.233926,10.233926,0.226701,0.448331,0.487249,0.506199,18.368906,39.653744,37.421008,0.780947,14.996021,
199,0.732217,0.847187,0.675089,0.679321,0.749840,10.470435,10.470435,0.220295,0.435857,0.474277,0.493126,18.237102,39.302148,36.867032,0.772426,20.562495,
200,0.724477,0.843499,0.660518,0.691252,0.731951,11.407275,11.407275,0.220298,0.430726,0.470332,0.491897,18.352745,39.133016,36.679361,0.772991,20.293559,
201,0.702655,0.837986,0.654800,0.653055,0.711855,12.144664,12.144664,0.223576,0.438307,0.477520,0.499199,18.681734,38.896310,36.637578,0.776362,17.705408,
202,0.718304,0.831156,0.662265,0.640071,0.755492,14.922920,14.991177,0.222171,0.428248,0.467146,0.486467,18.819501,38.840435,36.746055,0.782576,22.256094,
203,0.718620,0.834263,0.670410,0.670126,0.733260,14.922920,14.922920,0.216674,0.421182,0.462260,0.486451,18.537276,38.221015,36.073382,0.772299,22.520797,
204,0.711024,0.821654,0.695911,0.651057,0.722977,15.925087,15.925087,0.210957,0.409991,0.450377,0.470573,18.323614,37.707091,35.611432,0.756715,22.086542,
205,0.681729,0.820748,0.670400,0.620263,0.685796,16.651560,16.651560,0.205933,0.399612,0.439021,0.460837,18.448938,36.836081,35.010650,0.745178,18.559998,
206,0.665039,0.826631,0.649198,0.640378,0.642913,17.385738,17.385738,0.198548,0.382858,0.419843,0.441501,18.579610,36.446196,34.750293,0.733697,16.936203,
207,0.670596,0.827381,0.685484,0.634413,0.644666,17.948540,18.062208,0.197816,0.372571,0.408078,0.426853,18.579848,36.571264,34.845922,0.731060,18.142728,
208,0.668452,0.825650,0.646196,0.596153,0.676688,17.719938,17.948540,0.197970,0.370608,0.405511,0.427312,18.700600,36.789782,35.012600,0.731233,17.742745,
209,0.677691,0.826901,0.677750,0.673491,0.641303,17.304369,17.719938,0.198450,0.367931,0.402924,0.421918,18.835068,37.083431,35.254640,0.729923,18.601523,
210,0.664890,0.832803,0.660333,0.630053,0.642259,17.304369,17.304369,0.199999,0.363232,0.397138,0.419790,18.706321,37.370964,35.423074,0.726976,16.992045,
211,0.675237,0.816984,0.695408,0.614668,0.665012,17.663475,17.663475,0.202653,0.364894,0.396104,0.410438,18.642549,37.632191,35.526401,0.721073,18.385529,
212,0.699718,0.828724,0.717165,0.624453,0.701339,18.249777,18.249777,0.205247,0.369411,0.399705,0.415156,18.524584,37.910691,35.745376,0.720139,22.151943,
213,0.677439,0.822494,0.709925,0.648694,0.644915,20.059008,20.059008,0.213678,0.380091,0.412112,0.424956,18.637827,38.184794,35.893066,0.726211,20.460767,
214,0.663135,0.816049,0.671179,0.617902,0.645058,18.212826,20.309944,0.207917,0.379603,0.409061,0.421218,18.561336,37.978598,35.721064,0.724233,16.938573,
215,0.682910,0.819769,0.665379,0.650808,0.670647,16.525890,18.212826,0.207428,0.376254,0.404533,0.414883,18.597863,37.565791,35.484111,0.729967,18.163828,
216,0.674829,0.811493,0.668755,0.627746,0.667683,16.003902,16.525890,0.201242,0.373100,0.401214,0.414772,18.674928,37.244244,35.202423,0.728776,16.777869,
217,0.666680,0.814212,0.662387,0.635911,0.647245,16.003902,16.003902,0.196847,0.368124,0.393998,0.403202,18.309097,36.857548,34.813262,0.718535,15.633924,
218,0.644765,0.814793,0.607239,0.590009,0.644976,16.078108,16.136789,0.195156,0.367269,0.393834,0.405204,18.221023,36.595838,34.492200,0.723024,12.909615,
219,0.635284,0.811791,0.644150,0.562723,0.627250,15.711356,16.078108,0.199157,0.374710,0.401448,0.418810,18.252399,36.263372,34.174991,0.725460,11.369661,
220,0.638865,0.837694,0.616880,0.586610,0.623421,15.288694,15.711356,0.197670,0.378331,0.406186,0.418737,17.927171,35.965964,33.840455,0.719945,11.351004,
221,0.662692,0.805224,0.645870,0.600961,0.665460,15.288694,15.288694,0.196861,0.377668,0.405198,0.416036,17.507427,35.713174,33.529904,0.717511,14.452651,
222,0.678784,0.817955,0.625322,0.645058,0.678038,14.304206,15.452056,0.202410,0.386094,0.412740,0.422952,17.033502,35.424357,33.225879,0.710048,15.641213,
223,0.672656,0.834768,0.647075,0.630470,0.659867,12.615519,14.304206,0.208460,0.404736,0.433574,0.441534,16.778771,35.285282,33.097630,0.709811,13.193388,
224,0.699019,0.827845,0.650529,0.665718,0.698917,11.229196,12.615519,0.218452,0.420415,0.451428,0.460536,16.788143,35.375037,33.432947,0.715387,15.704133,
225,0.695467,0.833358,0.694815,0.640548,0.688309,9.867493,11.229196,0.227317,0.440023,0.471271,0.476615,16.723079,35.667178,34.488364,0.721585,13.891289,
226,0.710964,0.842183,0.677356,0.684893,0.698960,8.816632,9.867493,0.240001,0.458625,0.488356,0.488985,16.704741,36.149334,36.179205,0.728264,15.069888,
227,0.724338,0.845002,0.720647,0.649622,0.734105,7.285281,8.816632,0.247139,0.471189,0.502268,0.509570,16.871221,36.287729,36.799252,0.735089,16.109903,
228,0.785740,0.852637,0.719237,0.806480,0.776640,5.954502,7.285281,0.253694,0.484474,0.515017,0.520225,16.739574,36.221908,36.910321,0.737509,24.665265,
229,0.810605,0.874519,0.746913,0.805677,0.816235,4.381135,5.954502,0.255028,0.488150,0.518335,0.521567,16.642930,36.284956,36.952124,0.739824,27.302672,
230,0.775005,0.854430,0.766238,0.716991,0.786452,3.054285,4.381135,0.253207,0.487254,0.518561,0.523753,16.497311,36.259474,37.033899,0.737180,20.476249,
231,0.770371,0.856623,0.731127,0.778540,0.750555,2.333744,3.054285,0.255571,0.490911,0.522107,0.524474,16.388576,36.277289,37.075350,0.738365,19.049716,
232,0.780247,0.860045,0.732198,0.832059,0.740513,2.333744,2.333744,0.257274,0.493858,0.526536,0.532144,16.342774,36.252938,37.078291,0.735073,20.865531,
233,0.768608,0.861596,0.746766,0.792216,0.731487,2.415276,2.415276,0.258502,0.494207,0.525731,0.528347,16.352853,36.266527,37.163747,0.734142,18.903677,
234,0.777140,0.852313,0.712373,0.842149,0.737176,3.144513,3.144513,0.253482,0.489343,0.521748,0.522052,16.442643,36.310165,37.223834,0.735563,20.801668,
235,0.775398,0.851665,0.713552,0.783650,0.769007,3.861042,3.861042,0.253570,0.490610,0.523221,0.528707,16.562563,36.342128,37.296957,0.738205,21.382799,
236,0.780479,0.847611,0.735612,0.743107,0.795935,5.013879,5.013879,0.247868,0.485308,0.518013,0.525101,16.734938,36.457195,37.425963,0.740367,23.216649,
237,0.769357,0.857735,0.742913,0.702813,0.789176,7.450735,7.450735,0.244503,0.485918,0.520085,0.528127,17.078154,36.542276,37.473686,0.741297,23.726490,
238,0.780506,0.846072,0.700929,0.760781,0.800579,11.665148,11.665148,0.241843,0.477090,0.511794,0.518887,17.542721,36.746000,37.773294,0.745506,29.073052,
239,0.759357,0.839249,0.696794,0.723209,0.779458,14.075912,14.075912,0.233105,0.456705,0.493415,0.503559,17.431268,36.589568,36.849461,0.734007,27.674887,
240,0.711563,0.830941,0.657179,0.657424,0.729432,14.792852,14.792852,0.224156,0.440245,0.475956,0.490518,17.216974,36.049088,34.716949,0.725478,20.952651,
241,0.705156,0.822531,0.666745,0.630271,0.732024,16.447220,16.447220,0.208749,0.408826,0.443550,0.458488,17.015248,35.736717,33.828251,0.716347,21.349260,
242,0.677123,0.819219,0.650249,0.638932,0.668500,15.667450,17.476271,0.198197,0.386054,0.414967,0.429657,17.345502,35.868605,33.948718,0.717179,16.742893,
243,0.647953,0.814124,0.621946,0.623622,0.625727,13.501819,15.667450,0.204426,0.393485,0.425255,0.440231,17.827941,36.091916,34.210010,0.720613,10.962655,
244,0.659326,0.809082,0.650349,0.620901,0.643096,11.786574,13.501819,0.206424,0.391957,0.419809,0.429709,17.830621,36.260209,34.500718,0.720959,10.847082,
245,0.670765,0.814100,0.651583,0.603676,0.677107,10.201264,11.786574,0.209816,0.397144,0.427851,0.442055,17.918257,36.496738,34.763679,0.726957,11.186684,
246,0.671468,0.814204,0.638196,0.655713,0.653032,9.028708,10.201264,0.215556,0.402707,0.432886,0.439771,18.240182,36.625086,35.030970,0.728830,10.022693,
247,0.688463,0.813987,0.650544,0.666347,0.679357,7.788741,9.028708,0.219485,0.404709,0.434265,0.448151,18.489102,36.811833,35.215617,0.729876,11.475902,
248,0.660606,0.810653,0.645998,0.643409,0.632420,6.781240,7.788741,0.221349,0.407366,0.435766,0.442982,18.473021,36.905542,35.322342,0.729788,6.589902,
249,0.646494,0.816487,0.632954,0.629714,0.612101,6.271259,6.781240,0.224958,0.410933,0.439503,0.448073,18.527879,36.995023,35.387031,0.732773,4.258888,
250,0.663823,0.811357,0.642180,0.615943,0.657447,5.318319,6.271259,0.229456,0.410884,0.439115,0.449682,18.472250,37.100984,35.439458,0.731886,5.824475,
251,0.639209,0.805141,0.650032,0.600139,0.611571,4.944678,5.318319,0.236770,0.420270,0.448352,0.456263,18.582692,37.214330,35.461909,0.735586,2.001208,
252,0.644279,0.805397,0.665385,0.627187,0.602100,4.140842,4.944678,0.239591,0.423808,0.454642,0.466967,18.721048,37.316596,35.491299,0.741761,2.163843,
253,0.671831,0.820809,0.644233,0.644903,0.654740,3.581710,4.140842,0.243972,0.425774,0.455325,0.467138,18.709420,37.370260,35.504916,0.740364,5.354391,
254,0.641201,0.808206,0.652403,0.595442,0.616542,3.083138,3.581710,0.243744,0.425597,0.454206,0.465799,18.695203,37.447271,35.550191,0.738898,0.796535,
255,0.657331,0.808648,0.646427,0.624985,0.636705,2.319921,3.083138,0.243615,0.423486,0.454674,0.468383,18.687456,37.361230,35.516241,0.738482,2.501961,
256,0.636816,0.802774,0.637272,0.588116,0.618139,1.682060,2.319921,0.241251,0.418246,0.448033,0.461965,18.584762,37.314464,35.524317,0.737857,0.000000,
257,0.655721,0.808202,0.619778,0.589878,0.664142,1.682060,1.682060,0.242192,0.419261,0.450740,0.461590,18.549123,37.343281,35.503812,0.732163,1.780099,
258,0.663884,0.807105,0.637079,0.631341,0.650935,2.414044,2.414044,0.239296,0.417252,0.448411,0.458590,18.542779,37.255750,35.483198,0.733014,3.460653,
259,0.641853,0.810282,0.631425,0.631805,0.603712,3.462415,3.462415,0.236147,0.415759,0.446752,0.456554,18.515967,37.207062,35.485068,0.732554,1.364678,
260,0.628282,0.813450,0.631568,0.571430,0.608518,2.453783,3.647300,0.233698,0.409635,0.438106,0.447252,18.414628,37.154035,35.461473,0.727792,0.000000,
261,0.641393,0.815735,0.662025,0.579688,0.622313,2.453783,2.453783,0.232276,0.407750,0.436406,0.447924,18.348935,37.158097,35.464593,0.730957,0.663020,
262,0.644703,0.808575,0.620599,0.598019,0.634890,2.817145,2.817145,0.229517,0.405115,0.434290,0.446468,18.317584,37.113810,35.432377,0.723210,1.461134,
263,0.642309,0.806597,0.636960,0.567405,0.643544,4.292223,4.292223,0.226332,0.399739,0.427387,0.439817,18.252613,37.137055,35.474885,0.726134,2.357152,
264,0.654650,0.804224,0.612787,0.598272,0.661190,3.985509,4.802834,0.224114,0.390948,0.421306,0.434244,18.253300,37.192236,35.543852,0.721072,3.956090,
265,0.656146,0.800804,0.652786,0.600512,0.649711,3.985509,3.985509,0.224007,0.387608,0.417895,0.432415,18.211184,37.204498,35.563778,0.721784,4.239426,
266,0.651758,0.812030,0.626640,0.596054,0.650168,3.859170,4.080478,0.221518,0.385645,0.414799,0.428700,18.200414,37.223472,35.607754,0.721481,3.589130,
267,0.652515,0.815379,0.635050,0.569794,0.663889,2.336243,3.859170,0.223374,0.386360,0.415776,0.431322,18.169914,37.358555,35.732581,0.716282,2.550119,
268,0.653478,0.823212,0.615716,0.594834,0.654819,1.860628,2.336243,0.223083,0.387539,0.416928,0.433588,18.206370,37.357950,35.740784,0.716477,2.330012,
269,0.643515,0.806978,0.610073,0.587942,0.642401,1.860628,1.860628,0.222033,0.387746,0.417884,0.435833,18.200963,37.374005,35.725249,0.716041,1.095515,
270,0.649362,0.804985,0.634296,0.587040,0.647878,3.115954,3.778275,0.226464,0.391547,0.422975,0.439218,18.232269,37.357528,35.655316,0.716136,2.665338,
271,0.639975,0.803004,0.650840,0.584072,0.623595,2.447671,3.115954,0.228478,0.398933,0.428921,0.445841,18.271137,37.308624,35.564517,0.720919,0.797004,
272,0.636580,0.809355,0.637664,0.573739,0.626150,2.447671,2.447671,0.226266,0.390169,0.421690,0.440165,18.144259,37.188392,35.435433,0.721663,0.590146,
273,0.644367,0.810306,0.651979,0.538095,0.656292,3.787480,3.787480,0.223443,0.388014,0.421493,0.441800,18.115750,37.095360,35.381248,0.717875,2.747706,
274,0.664457,0.810331,0.619600,0.600201,0.675955,3.567798,4.251419,0.222390,0.386985,0.418830,0.434435,18.091316,37.185385,35.490302,0.712986,5.099960,
275,0.671820,0.801184,0.614292,0.678139,0.651500,3.567798,3.567798,0.221175,0.382607,0.415435,0.431393,18.132283,37.138928,35.493880,0.713158,6.184391,
276,0.644695,0.833444,0.645315,0.610471,0.612886,3.917546,3.917546,0.217988,0.375680,0.408867,0.423015,18.132139,37.156407,35.535605,0.711582,3.013057,
277,0.645457,0.836485,0.613823,0.620925,0.618992,5.398638,5.398638,0.213373,0.372031,0.403026,0.414360,18.108563,37.169055,35.586957,0.711842,4.257337,
278,0.659671,0.845591,0.639851,0.570788,0.667028,5.641541,5.869542,0.210828,0.375032,0.408749,0.426090,18.101355,37.041754,35.540618,0.710051,6.447330,
279,0.655883,0.809494,0.671534,0.609390,0.634203,5.356011,5.641541,0.206794,0.374457,0.407118,0.421042,18.129872,37.039011,35.524175,0.707775,5.682557,
280,0.655951,0.832529,0.659885,0.612549,0.631940,5.356011,5.356011,0.205826,0.373254,0.404295,0.418188,18.175307,36.915296,35.398952,0.708205,5.691819,
281,0.670245,0.813779,0.633270,0.613748,0.676207,5.500896,5.500896,0.207123,0.372176,0.403437,0.414112,18.260347,36.725334,35.236577,0.709234,7.620920,
282,0.652032,0.811755,0.628657,0.619079,0.635013,6.095672,6.331677,0.207626,0.375368,0.406877,0.415733,18.284334,36.534520,35.062920,0.710618,5.595684,
283,0.649575,0.807846,0.641828,0.622027,0.624160,3.509237,6.095672,0.209208,0.375171,0.407374,0.417456,18.346153,36.336644,34.871933,0.708420,3.332432,
284,0.655331,0.805985,0.626532,0.621423,0.643079,3.022867,3.509237,0.210346,0.376397,0.410798,0.420313,18.397867,36.232830,34.743209,0.711537,3.703273,
285,0.680380,0.812430,0.606445,0.671952,0.674606,3.022867,3.022867,0.211600,0.379408,0.414616,0.423868,18.419864,36.134382,34.635758,0.715541,6.951407,
286,0.661880,0.812967,0.622876,0.628431,0.653192,3.258754,3.258754,0.210268,0.378418,0.413605,0.423124,18.450466,36.032369,34.551873,0.710983,4.713740,
287,0.674087,0.817347,0.616179,0.654944,0.665797,4.313637,4.313637,0.210575,0.381356,0.417842,0.431278,18.586948,36.074250,34.556171,0.716134,7.207103,
288,0.658133,0.814962,0.647902,0.592228,0.656440,4.137491,4.899674,0.208663,0.384013,0.420857,0.439090,18.709256,36.047899,34.527214,0.710540,5.053315,
289,0.663705,0.810560,0.633274,0.608206,0.665759,4.137491,4.137491,0.206809,0.383120,0.419880,0.438974,18.846765,36.070723,34.540886,0.719770,5.841370,
290,0.645728,0.814887,0.639323,0.586879,0.634403,5.399856,5.399856,0.205532,0.387650,0.425892,0.443097,18.994027,36.019922,34.506334,0.721924,4.382189,
291,0.663908,0.813600,0.621419,0.602291,0.673720,5.864691,5.981576,0.204197,0.384533,0.422650,0.439264,19.103128,35.983748,34.465992,0.721862,7.187218,
292,0.662536,0.816686,0.626977,0.604918,0.664950,5.864691,5.864691,0.206420,0.389941,0.426298,0.439477,19.216469,36.004557,34.472422,0.729769,6.790810,
293,0.653951,0.814957,0.646093,0.554852,0.668915,6.146001,6.146001,0.207389,0.395658,0.433140,0.450971,19.348029,35.950398,34.414874,0.737308,5.931237,
